"","Comparison","Z","P.unadj","P.adj","subtype","sig","sig.adjust"
"428","Cytoskeleton - Unclassified",0.701305272657543,0.483112523920136,0.826659207596678,"STAD_EBV","",""
"429","DNA replication - Unclassified",0.0612337123154422,0.951173081552471,0.98973415242622,"STAD_EBV","",""
"430","EGFR signaling - Unclassified",2.32838923821487,0.0198914445836558,0.241838089411815,"STAD_EBV","*",""
"431","ERK MAPK signaling - Unclassified",-0.55486130200958,0.578989532905579,0.857349885264031,"STAD_EBV","",""
"432","Genome integrity - Unclassified",0.919263650422819,0.357957685676736,0.731754207002885,"STAD_EBV","",""
"433","Hormone-related - Unclassified",1.51133647181377,0.130702746116712,0.529690076367727,"STAD_EBV","",""
"434","IGF1R signaling - Unclassified",1.92420080179725,0.0543294186775817,0.418336523817379,"STAD_EBV",".",""
"435","Metabolism - Unclassified",2.16843928564584,0.030125279374886,0.289955813983277,"STAD_EBV","*",""
"436","Mitosis - Unclassified",0.402950140330294,0.68698490430793,0.87194237854468,"STAD_EBV","",""
"437","Other - Unclassified",-0.155524615566078,0.876407749622892,0.941628791455293,"STAD_EBV","",""
"438","Other, kinases - Unclassified",1.26664374558889,0.205282703038649,0.615848109115947,"STAD_EBV","",""
"439","PI3K/MTOR signaling - Unclassified",-0.244934849261769,0.806506877576129,0.940924690505484,"STAD_EBV","",""
"440","Protein stability and degradation - Unclassified",-0.294520530887334,0.768360177376792,0.919643528362897,"STAD_EBV","",""
"441","RTK signaling - Unclassified",1.27341635194358,0.202870337891223,0.61661905332727,"STAD_EBV","",""
"442","ABL signaling - WNT signaling",-0.0402391650608906,0.967902453698474,0.989316224797997,"STAD_EBV","",""
"443","Apoptosis regulation - WNT signaling",-1.24206627668662,0.21421210976312,0.61853746694101,"STAD_EBV","",""
"444","Cell cycle - WNT signaling",-0.480129917450667,0.631135016153598,0.847629004252798,"STAD_EBV","",""
"445","Chromatin histone acetylation - WNT signaling",-0.571433925869109,0.567705537520657,0.862763020837314,"STAD_EBV","",""
"446","Chromatin histone methylation - WNT signaling",0.469456925710391,0.63874306684719,0.847986485297131,"STAD_EBV","",""
"447","Chromatin other - WNT signaling",-0.373059339123957,0.709104280315311,0.890234178004548,"STAD_EBV","",""
"448","Cytoskeleton - WNT signaling",-0.0938913851420781,0.92519543726717,0.971455209130528,"STAD_EBV","",""
"449","DNA replication - WNT signaling",-1.53129317647644,0.125696951215011,0.518499923761919,"STAD_EBV","",""
"450","EGFR signaling - WNT signaling",1.10400201988036,0.269592261490825,0.67691100439544,"STAD_EBV","",""
"451","ERK MAPK signaling - WNT signaling",-2.13783486452277,0.0325301482562611,0.300578569887852,"STAD_EBV","*",""
"452","Genome integrity - WNT signaling",-0.477531131978843,0.632983957637438,0.845198232452301,"STAD_EBV","",""
"453","Hormone-related - WNT signaling",0.536801566725527,0.591404689340755,0.859210586400719,"STAD_EBV","",""
"454","IGF1R signaling - WNT signaling",0.784692378537942,0.4326339524096,0.793162246084267,"STAD_EBV","",""
"455","Metabolism - WNT signaling",1.22944874959717,0.218903602038865,0.616667464280218,"STAD_EBV","",""
"456","Mitosis - WNT signaling",-0.975747896754582,0.329189410424826,0.7455171941974,"STAD_EBV","",""
"457","Other - WNT signaling",-1.58752633995785,0.112393486214212,0.51925790630966,"STAD_EBV","",""
"458","Other, kinases - WNT signaling",-0.0649412952870803,0.948220741085307,0.99112665697152,"STAD_EBV","",""
"459","PI3K/MTOR signaling - WNT signaling",-1.87427056778209,0.0608931420278998,0.439572369013902,"STAD_EBV",".",""
"460","Protein stability and degradation - WNT signaling",-1.61180056132118,0.107005346009133,0.504453774043055,"STAD_EBV","",""
"461","RTK signaling - WNT signaling",0.16362251715963,0.870028317473167,0.94800255347312,"STAD_EBV","",""
"462","Unclassified - WNT signaling",-1.19771682560849,0.231027276760976,0.620550010834715,"STAD_EBV","",""
"463","ABL signaling - Apoptosis regulation",0.0857901881653353,0.931633206431598,0.97378855513891,"STAD_MSI","",""
"464","ABL signaling - Cell cycle",0.157350084356206,0.874968950224042,0.967070944984468,"STAD_MSI","",""
"465","Apoptosis regulation - Cell cycle",0.154880618532474,0.876915433428667,0.964606976771534,"STAD_MSI","",""
"466","ABL signaling - Chromatin histone acetylation",0.881595935960942,0.377995353636137,0.759277623390848,"STAD_MSI","",""
"467","Apoptosis regulation - Chromatin histone acetylation",1.2777651028929,0.20133226239774,0.620103368185038,"STAD_MSI","",""
"468","Cell cycle - Chromatin histone acetylation",1.11423930795063,0.265176536301205,0.67314043830306,"STAD_MSI","",""
"469","ABL signaling - Chromatin histone methylation",0.657444965802059,0.510894846794483,0.855193547895112,"STAD_MSI","",""
"470","Apoptosis regulation - Chromatin histone methylation",0.800708422876463,0.423300465241323,0.808119070006163,"STAD_MSI","",""
"471","Cell cycle - Chromatin histone methylation",0.703447435945391,0.481776953502736,0.824373898215792,"STAD_MSI","",""
"472","Chromatin histone acetylation - Chromatin histone methylation",-0.122443879994575,0.902547488719084,0.978819107484078,"STAD_MSI","",""
"473","ABL signaling - Chromatin other",0.476194938224258,0.633935505304489,0.892921351983763,"STAD_MSI","",""
"474","Apoptosis regulation - Chromatin other",0.698615531231201,0.484792334902207,0.823434039429484,"STAD_MSI","",""
"475","Cell cycle - Chromatin other",0.537266853773726,0.591083297748716,0.880904785677119,"STAD_MSI","",""
"476","Chromatin histone acetylation - Chromatin other",-0.580440818884997,0.561617385232078,0.876578486409527,"STAD_MSI","",""
"477","Chromatin histone methylation - Chromatin other",-0.329007411864033,0.742150085780427,0.916773635375821,"STAD_MSI","",""
"478","ABL signaling - Cytoskeleton",0.233286923349118,0.815538612161852,0.961170507190755,"STAD_MSI","",""
"479","Apoptosis regulation - Cytoskeleton",0.228773835107561,0.819044704065234,0.95075038512095,"STAD_MSI","",""
"480","Cell cycle - Cytoskeleton",0.148094197041135,0.882268429039076,0.965895768284486,"STAD_MSI","",""
"481","Chromatin histone acetylation - Cytoskeleton",-0.612219399972876,0.54039260781878,0.87294190493803,"STAD_MSI","",""
"482","Chromatin histone methylation - Cytoskeleton",-0.424158042452941,0.67145055785579,0.886314736369643,"STAD_MSI","",""
"483","Chromatin other - Cytoskeleton",-0.190477975289703,0.848934600406295,0.970811349969575,"STAD_MSI","",""
"484","ABL signaling - DNA replication",0.973758192966784,0.330176615650123,0.74775292367822,"STAD_MSI","",""
"485","Apoptosis regulation - DNA replication",2.18851742972531,0.0286319330608239,0.236213447751798,"STAD_MSI","*",""
"486","Cell cycle - DNA replication",1.7030945690016,0.0885503721429803,0.426148665938093,"STAD_MSI",".",""
"487","Chromatin histone acetylation - DNA replication",-0.0911237649432001,0.927394249503878,0.978210372764364,"STAD_MSI","",""
"488","Chromatin histone methylation - DNA replication",0.0778117277484873,0.937977817341991,0.976003945072072,"STAD_MSI","",""
"489","Chromatin other - DNA replication",0.719195954449998,0.472020191701102,0.826035335476928,"STAD_MSI","",""
"490","Cytoskeleton - DNA replication",0.655841705308678,0.511925979297248,0.850754685019168,"STAD_MSI","",""
"491","ABL signaling - EGFR signaling",-0.0881741690435932,0.929738247453329,0.976225159825996,"STAD_MSI","",""
"492","Apoptosis regulation - EGFR signaling",-0.373858864959759,0.708509321835853,0.909253629689344,"STAD_MSI","",""
"493","Cell cycle - EGFR signaling",-0.474917432166532,0.634845825877965,0.888784156229152,"STAD_MSI","",""
"494","Chromatin histone acetylation - EGFR signaling",-1.46422559502694,0.143132319072922,0.508670241628385,"STAD_MSI","",""
"495","Chromatin histone methylation - EGFR signaling",-0.9578921091554,0.338117165859461,0.736840238806939,"STAD_MSI","",""
"496","Chromatin other - EGFR signaling",-0.933425374608806,0.350600384120509,0.736260806653068,"STAD_MSI","",""
"497","Cytoskeleton - EGFR signaling",-0.39678376069617,0.691526926927667,0.897431011911747,"STAD_MSI","",""
"498","DNA replication - EGFR signaling",-2.35657368736144,0.0184444078522523,0.170426328554812,"STAD_MSI","*",""
"499","ABL signaling - ERK MAPK signaling",-0.629135990031586,0.52926003034692,0.867085581632188,"STAD_MSI","",""
"500","Apoptosis regulation - ERK MAPK signaling",-1.63916658481358,0.101178570916784,0.45827940944661,"STAD_MSI","",""
"501","Cell cycle - ERK MAPK signaling",-1.5807436935467,0.11393665355189,0.487395684638641,"STAD_MSI","",""
"502","Chromatin histone acetylation - ERK MAPK signaling",-2.22952218218929,0.0257791810750278,0.220555215864127,"STAD_MSI","*",""
"503","Chromatin histone methylation - ERK MAPK signaling",-1.51119097103064,0.130739802147008,0.495096627802604,"STAD_MSI","",""
"504","Chromatin other - ERK MAPK signaling",-1.81954517055394,0.0688282979714729,0.369752019335122,"STAD_MSI",".",""
"505","Cytoskeleton - ERK MAPK signaling",-0.942123241353832,0.346129546694175,0.73354059895738,"STAD_MSI","",""
"506","DNA replication - ERK MAPK signaling",-3.85971382554225,0.000113519887985485,0.00874103137488232,"STAD_MSI","***","**"
"507","EGFR signaling - ERK MAPK signaling",-1.12888667671478,0.258945641858909,0.679732309879635,"STAD_MSI","",""
"508","ABL signaling - Genome integrity",0.752880525353971,0.451521711782746,0.814855589232925,"STAD_MSI","",""
"509","Apoptosis regulation - Genome integrity",1.49380279040163,0.135227172001833,0.49583296400672,"STAD_MSI","",""
"510","Cell cycle - Genome integrity",1.16392782987017,0.244453260289824,0.664337683846462,"STAD_MSI","",""
"511","Chromatin histone acetylation - Genome integrity",-0.355667331048007,0.722089713331501,0.906536542280308,"STAD_MSI","",""
"512","Chromatin histone methylation - Genome integrity",-0.123712762382108,0.901542706372061,0.982341345150689,"STAD_MSI","",""
"513","Chromatin other - Genome integrity",0.367336277980203,0.713368196747283,0.910431234522776,"STAD_MSI","",""
"514","Cytoskeleton - Genome integrity",0.441831294221814,0.658611291249809,0.889702972390093,"STAD_MSI","",""
"515","DNA replication - Genome integrity",-0.47170853059784,0.637134847331555,0.886615359840898,"STAD_MSI","",""
"516","EGFR signaling - Genome integrity",1.72507771560186,0.0845134679256564,0.424404588931014,"STAD_MSI",".",""
"517","ERK MAPK signaling - Genome integrity",3.00819072262713,0.00262808148754704,0.101181137270561,"STAD_MSI","**",""
"518","ABL signaling - Hormone-related",-0.232643371989693,0.81603834522767,0.956877450495389,"STAD_MSI","",""
"519","Apoptosis regulation - Hormone-related",-0.484001932913979,0.6283844973417,0.907230118037079,"STAD_MSI","",""
"520","Cell cycle - Hormone-related",-0.557119653975317,0.577445680085455,0.8892663473316,"STAD_MSI","",""
"521","Chromatin histone acetylation - Hormone-related",-1.36465887791545,0.172360290027032,0.594257119346933,"STAD_MSI","",""
"522","Chromatin histone methylation - Hormone-related",-0.991795427956059,0.321297328423466,0.734848345206145,"STAD_MSI","",""
"523","Chromatin other - Hormone-related",-0.914468082582967,0.360470941644261,0.750169256935355,"STAD_MSI","",""
"524","Cytoskeleton - Hormone-related",-0.502019907977758,0.61565351727046,0.905834155983925,"STAD_MSI","",""
"525","DNA replication - Hormone-related",-1.70553313385356,0.0880950381332204,0.432977740612211,"STAD_MSI",".",""
"526","EGFR signaling - Hormone-related",-0.237803061966055,0.812033843684462,0.961947784056977,"STAD_MSI","",""
"527","ERK MAPK signaling - Hormone-related",0.483844680073585,0.628496103108408,0.901755278372932,"STAD_MSI","",""
"528","Genome integrity - Hormone-related",-1.37050478230499,0.170529383585874,0.596852842550559,"STAD_MSI","",""
"529","ABL signaling - IGF1R signaling",0.120717495182672,0.903914801187286,0.975721117169453,"STAD_MSI","",""
"530","Apoptosis regulation - IGF1R signaling",0.0760448740828542,0.939383397176245,0.973083249989742,"STAD_MSI","",""
"531","Cell cycle - IGF1R signaling",-0.0542082164863659,0.956769274502263,0.973628644978074,"STAD_MSI","",""
"532","Chromatin histone acetylation - IGF1R signaling",-1.09091931302285,0.275308388151832,0.676555719819927,"STAD_MSI","",""
"533","Chromatin histone methylation - IGF1R signaling",-0.710891916075734,0.477151215838075,0.828736322245077,"STAD_MSI","",""
"534","Chromatin other - IGF1R signaling",-0.543226756969972,0.586973686108333,0.8804605291625,"STAD_MSI","",""
"535","Cytoskeleton - IGF1R signaling",-0.174369715263859,0.861574913412178,0.961467656996199,"STAD_MSI","",""
"536","DNA replication - IGF1R signaling",-1.53129317647644,0.125696951215011,0.49213552085877,"STAD_MSI","",""
"537","EGFR signaling - IGF1R signaling",0.365722031353556,0.714572504720089,0.902001358417162,"STAD_MSI","",""
"538","ERK MAPK signaling - IGF1R signaling",1.32817496771259,0.184120311934608,0.625467530248448,"STAD_MSI","",""
"539","Genome integrity - IGF1R signaling",-1.08362833795199,0.278529620994549,0.67726676262885,"STAD_MSI","",""
"540","Hormone-related - IGF1R signaling",0.484853028010153,0.627780604057184,0.91205861344157,"STAD_MSI","",""
"541","ABL signaling - Metabolism",0.783640831965281,0.433250889638667,0.807104479891388,"STAD_MSI","",""
"542","Apoptosis regulation - Metabolism",1.12288448436043,0.261486557929502,0.671148832019054,"STAD_MSI","",""
"543","Cell cycle - Metabolism",0.967306651957144,0.333390759339399,0.747701605897099,"STAD_MSI","",""
"544","Chromatin histone acetylation - Metabolism",-0.119970011245315,0.904506903906188,0.97181904559223,"STAD_MSI","",""
"545","Chromatin histone methylation - Metabolism",0.024488775998915,0.980462736486997,0.984725617949984,"STAD_MSI","",""
"546","Chromatin other - Metabolism",0.449020256118583,0.653417044387899,0.893132173098253,"STAD_MSI","",""
"547","Cytoskeleton - Metabolism",0.514264295977216,0.60706722057348,0.898926461233807,"STAD_MSI","",""
"548","DNA replication - Metabolism",-0.0668240942916802,0.946721741807378,0.976306796238859,"STAD_MSI","",""
"549","EGFR signaling - Metabolism",1.31459670210448,0.188645479074802,0.631552256033034,"STAD_MSI","",""
"550","ERK MAPK signaling - Metabolism",2.07605602815714,0.0378887693784083,0.265221385648858,"STAD_MSI","*",""
"551","Genome integrity - Metabolism",0.203915936467524,0.838419191233424,0.963556383954831,"STAD_MSI","",""
"552","Hormone-related - Metabolism",1.24468886667014,0.213246139970885,0.639738419912655,"STAD_MSI","",""
"553","IGF1R signaling - Metabolism",0.952389876448516,0.340899291724782,0.735960153162847,"STAD_MSI","",""
"554","ABL signaling - Mitosis",1.31433599874007,0.188733157948925,0.622819421231453,"STAD_MSI","",""
"555","Apoptosis regulation - Mitosis",2.57489028310237,0.010027188853065,0.136251801474001,"STAD_MSI","*",""
"556","Cell cycle - Mitosis",2.1645224464739,0.0304242757980885,0.242345093426153,"STAD_MSI","*",""
"557","Chromatin histone acetylation - Mitosis",0.416309191981556,0.677183767215361,0.888803694470161,"STAD_MSI","",""
"558","Chromatin histone methylation - Mitosis",0.453538478438476,0.650161042393258,0.89397143329073,"STAD_MSI","",""
"559","Chromatin other - Mitosis",1.23005832311353,0.21867526532966,0.647615208860915,"STAD_MSI","",""
"560","Cytoskeleton - Mitosis",1.00889171734273,0.313026567879625,0.730395325052459,"STAD_MSI","",""
"561","DNA replication - Mitosis",0.828953623704345,0.407130650136568,0.790312438500396,"STAD_MSI","",""
"562","EGFR signaling - Mitosis",2.72114853025148,0.00650555238021213,0.1073416142735,"STAD_MSI","**",""
"563","ERK MAPK signaling - Mitosis",3.95185923386674,7.75463535381329e-05,0.00895660383365435,"STAD_MSI","***","**"
"564","Genome integrity - Mitosis",1.15004399889756,0.250125749795188,0.664126990835499,"STAD_MSI","",""
"565","Hormone-related - Mitosis",2.08766815390751,0.0368277794446118,0.274426356506623,"STAD_MSI","*",""
"566","IGF1R signaling - Mitosis",1.99021594814228,0.0465671522379538,0.307343204770495,"STAD_MSI","*",""
"567","Metabolism - Mitosis",0.563241847975046,0.573270210331906,0.888761198568256,"STAD_MSI","",""
"568","ABL signaling - Other",1.21252123827429,0.225312917779867,0.650591050089366,"STAD_MSI","",""
"569","Apoptosis regulation - Other",2.36192943262022,0.0181801024432648,0.174983486016424,"STAD_MSI","*",""
"570","Cell cycle - Other",1.9740444711842,0.0483766864769435,0.310417071560387,"STAD_MSI","*",""
"571","Chromatin histone acetylation - Other",0.281620923987523,0.778234194316492,0.941215177419422,"STAD_MSI","",""
"572","Chromatin histone methylation - Other",0.351723717972696,0.725045471370908,0.905327048036107,"STAD_MSI","",""
"573","Chromatin other - Other",1.07453370754745,0.282583545643758,0.679966656705292,"STAD_MSI","",""
"574","Cytoskeleton - Other",0.907076956876952,0.36436610266786,0.744854599259076,"STAD_MSI","",""
"575","DNA replication - Other",0.606133382746223,0.544426185002461,0.861386635175127,"STAD_MSI","",""
"576","EGFR signaling - Other",2.52348019362001,0.0116199606202637,0.141274258067417,"STAD_MSI","*",""
"577","ERK MAPK signaling - Other",3.74320106631858,0.000181690725763535,0.0104926394128442,"STAD_MSI","***","*"
"578","Genome integrity - Other",0.946414477966003,0.343937223785602,0.735643506430315,"STAD_MSI","",""
"579","Hormone-related - Other",1.95297988591347,0.0508219786299296,0.31729397468956,"STAD_MSI",".",""
"580","IGF1R signaling - Other",1.81984726775656,0.0687822671907104,0.378302469548907,"STAD_MSI",".",""
"581","Metabolism - Other",0.428553579981013,0.668248133359904,0.887157004632975,"STAD_MSI","",""
"582","Mitosis - Other",-0.190477975289703,0.848934600406295,0.966029028048543,"STAD_MSI","",""
"583","ABL signaling - Other, kinases",0.553092514909812,0.580200061848225,0.8817514097825,"STAD_MSI","",""
"584","Apoptosis regulation - Other, kinases",1.01724388837888,0.309037422383426,0.728445352760933,"STAD_MSI","",""
"585","Cell cycle - Other, kinases",0.757300770211497,0.448869689574544,0.816448018045037,"STAD_MSI","",""
"586","Chromatin histone acetylation - Other, kinases",-0.609203349755735,0.542389660268318,0.864082838082631,"STAD_MSI","",""
"587","Chromatin histone methylation - Other, kinases",-0.316625425201994,0.751527841132145,0.913699638429082,"STAD_MSI","",""
"588","Chromatin other - Other, kinases",0.0600207003628722,0.952139147905047,0.973204173301176,"STAD_MSI","",""
"589","Cytoskeleton - Other, kinases",0.244482923257236,0.806856826033678,0.965719828050672,"STAD_MSI","",""
"590","DNA replication - Other, kinases",-0.89426065940446,0.371182443583966,0.752132846209615,"STAD_MSI","",""
"591","EGFR signaling - Other, kinases",1.28253336790681,0.199655607409676,0.631786922077194,"STAD_MSI","",""
"592","ERK MAPK signaling - Other, kinases",2.48921873903217,0.0128024171470469,0.147867918048392,"STAD_MSI","*",""
"593","Genome integrity - Other, kinases",-0.400482948972958,0.688800839776992,0.898943468861499,"STAD_MSI","",""
"594","Hormone-related - Other, kinases",1.09282530723726,0.274470507932102,0.68174932615393,"STAD_MSI","",""
"595","IGF1R signaling - Other, kinases",0.728026099797267,0.466597609540081,0.835535254292704,"STAD_MSI","",""
"596","Metabolism - Other, kinases",-0.459574456833274,0.6458216970109,0.893322227601903,"STAD_MSI","",""
"597","Mitosis - Other, kinases",-1.48893032787345,0.136505716363488,0.492700319999464,"STAD_MSI","",""
"598","Other - Other, kinases",-1.29126199124198,0.196612845654286,0.630799546474169,"STAD_MSI","",""
"599","ABL signaling - PI3K/MTOR signaling",1.27833552729658,0.201131146166941,0.627855334656263,"STAD_MSI","",""
"600","Apoptosis regulation - PI3K/MTOR signaling",2.9399632639919,0.00328251162239086,0.0842511316413653,"STAD_MSI","**","."
"601","Cell cycle - PI3K/MTOR signaling",2.3435079888183,0.0191033531280495,0.169725945099209,"STAD_MSI","*",""
"602","Chromatin histone acetylation - PI3K/MTOR signaling",0.325008094964081,0.745174945111597,0.910769377358619,"STAD_MSI","",""
"603","Chromatin histone methylation - PI3K/MTOR signaling",0.38238906207828,0.702172802270888,0.906155962707123,"STAD_MSI","",""
"604","Chromatin other - PI3K/MTOR signaling",1.21266763605091,0.225256918242597,0.658662634354937,"STAD_MSI","",""
"605","Cytoskeleton - PI3K/MTOR signaling",0.960419039638471,0.336844359446524,0.741057590782352,"STAD_MSI","",""
"606","DNA replication - PI3K/MTOR signaling",0.805835881623608,0.420337485744096,0.809149660057385,"STAD_MSI","",""
"607","EGFR signaling - PI3K/MTOR signaling",3.03078435746276,0.00243919385752289,0.112690756217557,"STAD_MSI","**",""
"608","ERK MAPK signaling - PI3K/MTOR signaling",4.58861980607427,4.46186207919823e-06,0.00103069014029479,"STAD_MSI","***","**"
"609","Genome integrity - PI3K/MTOR signaling",1.1750997544553,0.23995480889728,0.667826034400864,"STAD_MSI","",""
"610","Hormone-related - PI3K/MTOR signaling",2.12166499376084,0.0338658802719165,0.260767278093757,"STAD_MSI","*",""
"611","IGF1R signaling - PI3K/MTOR signaling",2.0840920306985,0.0371517968203909,0.268189533297196,"STAD_MSI","*",""
"612","Metabolism - PI3K/MTOR signaling",0.482955954198961,0.629127010775728,0.89708851536539,"STAD_MSI","",""
"613","Mitosis - PI3K/MTOR signaling",-0.188540203887643,0.850453202444441,0.963013185120911,"STAD_MSI","",""
"614","Other - PI3K/MTOR signaling",0.0342800370704803,0.972653843622749,0.981148637016834,"STAD_MSI","",""
"615","Other, kinases - PI3K/MTOR signaling",1.56847132950578,0.116771175879785,0.490438938695098,"STAD_MSI","",""
"616","ABL signaling - Protein stability and degradation",-0.335326375507422,0.737378899553816,0.91577702041361,"STAD_MSI","",""
"617","Apoptosis regulation - Protein stability and degradation",-0.785797032189493,0.431986405569085,0.817941472839825,"STAD_MSI","",""
"618","Cell cycle - Protein stability and degradation",-0.84409937100198,0.398613879178165,0.787006889659454,"STAD_MSI","",""
"619","Chromatin histone acetylation - Protein stability and degradation",-1.67966941846375,0.0930216530344361,0.438530650019485,"STAD_MSI",".",""
"620","Chromatin histone methylation - Protein stability and degradation",-1.16693578676583,0.24323630240391,0.668899831610752,"STAD_MSI","",""
"621","Chromatin other - Protein stability and degradation",-1.21080662698126,0.225969524765755,0.644431607665302,"STAD_MSI","",""
"622","Cytoskeleton - Protein stability and degradation",-0.630413585953953,0.528424024280297,0.871899640062491,"STAD_MSI","",""
"623","DNA replication - Protein stability and degradation",-2.42303439387115,0.015391469387346,0.169306163260806,"STAD_MSI","*",""
"624","EGFR signaling - Protein stability and degradation",-0.447753141189869,0.654331364885366,0.88912085463835,"STAD_MSI","",""
"625","ERK MAPK signaling - Protein stability and degradation",0.479695760781374,0.631443742703354,0.894868126162422,"STAD_MSI","",""
"626","Genome integrity - Protein stability and degradation",-1.9162467219151,0.0553336988848803,0.319552111060184,"STAD_MSI",".",""
"627","Hormone-related - Protein stability and degradation",-0.103897077430747,0.917251026429209,0.976428512005287,"STAD_MSI","",""
"628","IGF1R signaling - Protein stability and degradation",-0.72106867217,0.470867264610598,0.830307924618687,"STAD_MSI","",""
"629","Metabolism - Protein stability and degradation",-1.54113998188942,0.123282720887171,0.499619447805904,"STAD_MSI","",""
"630","Mitosis - Protein stability and degradation",-2.7801071026579,0.00543409728037473,0.114116042887869,"STAD_MSI","**",""
"631","Other - Protein stability and degradation",-2.60973842227217,0.00906114791303624,0.139541677860758,"STAD_MSI","**",""
"632","Other, kinases - Protein stability and degradation",-1.54150127234069,0.123194833506827,0.508178688215661,"STAD_MSI","",""
"633","PI3K/MTOR signaling - Protein stability and degradation",-2.97583324809321,0.00292193693849076,0.0964239189701951,"STAD_MSI","**","."
"634","ABL signaling - RTK signaling",-0.441562579080676,0.658805767960527,0.884791467435359,"STAD_MSI","",""
"635","Apoptosis regulation - RTK signaling",-0.911237649432002,0.362170170660092,0.746975976986441,"STAD_MSI","",""
"636","Cell cycle - RTK signaling",-0.961424896226667,0.336338571292376,0.74705971123595,"STAD_MSI","",""
"637","Chromatin histone acetylation - RTK signaling",-1.74132245665499,0.0816270719943637,0.419018969571067,"STAD_MSI",".",""
"638","Chromatin histone methylation - RTK signaling",-1.24676492916897,0.212483703381472,0.64583862475158,"STAD_MSI","",""
"639","Chromatin other - RTK signaling",-1.2979051279425,0.194319937747055,0.632224022810841,"STAD_MSI","",""
"640","Cytoskeleton - RTK signaling",-0.72727954201523,0.467054727895356,0.829920324183286,"STAD_MSI","",""
"641","DNA replication - RTK signaling",-2.37370684799273,0.017610526045467,0.176870935500125,"STAD_MSI","*",""
"642","EGFR signaling - RTK signaling",-0.60227668295158,0.546989979111854,0.859555681461486,"STAD_MSI","",""
"643","ERK MAPK signaling - RTK signaling",0.22994252155352,0.81813643405019,0.954492506391888,"STAD_MSI","",""
"644","Genome integrity - RTK signaling",-1.93266875902147,0.0532770160980565,0.315563864580796,"STAD_MSI",".",""
"645","Hormone-related - RTK signaling",-0.246413555187027,0.805362114167783,0.968951293608114,"STAD_MSI","",""
"646","IGF1R signaling - RTK signaling",-0.844292188543692,0.398506150077197,0.793576902308901,"STAD_MSI","",""
"647","Metabolism - RTK signaling",-1.60990189388858,0.107419275487001,0.477189473798023,"STAD_MSI","",""
"648","Mitosis - RTK signaling",-2.72875007311392,0.00635748665229477,0.11296764743693,"STAD_MSI","**",""
"649","Other - RTK signaling",-2.57322545754784,0.0100755548953609,0.129302954490465,"STAD_MSI","*",""
"650","Other, kinases - RTK signaling",-1.59572275792326,0.110550705272062,0.4818342059971,"STAD_MSI","",""
"651","PI3K/MTOR signaling - RTK signaling",-2.86717852959365,0.00414149313853563,0.0956684915001731,"STAD_MSI","**","."
"652","Protein stability and degradation - RTK signaling",-0.176712318532401,0.859734364368615,0.964071059073544,"STAD_MSI","",""
"653","ABL signaling - Unclassified",0.0432904489294781,0.965470004736554,0.978173557430456,"STAD_MSI","",""
"654","Apoptosis regulation - Unclassified",-0.0607491766287999,0.951558966686413,0.976933872464718,"STAD_MSI","",""
"655","Cell cycle - Unclassified",-0.169663216981177,0.865275003200673,0.960954450669979,"STAD_MSI","",""
"656","Chromatin histone acetylation - Unclassified",-1.12802649707839,0.259308728965481,0.673037262820518,"STAD_MSI","",""
"657","Chromatin histone methylation - Unclassified",-0.761911901158813,0.446112586461711,0.817873075179804,"STAD_MSI","",""
"658","Chromatin other - Unclassified",-0.612219399972876,0.54039260781878,0.86687980837596,"STAD_MSI","",""
"659","Cytoskeleton - Unclassified",-0.242426514005077,0.808449691798896,0.962638550544046,"STAD_MSI","",""
"660","DNA replication - Unclassified",-1.49962562121544,0.133711407050314,0.4981828230423,"STAD_MSI","",""
"661","EGFR signaling - Unclassified",0.209037611608624,0.83441887733199,0.963753803318448,"STAD_MSI","",""
"662","ERK MAPK signaling - Unclassified",1.06973260027072,0.28473968786246,0.678091421610599,"STAD_MSI","",""
"663","Genome integrity - Unclassified",-1.10570065582986,0.268856106074574,0.675062614165507,"STAD_MSI","",""
"664","Hormone-related - Unclassified",0.366882404389574,0.713706736908601,0.905858550691685,"STAD_MSI","",""
"665","IGF1R signaling - Unclassified",-0.111263311668548,0.911407547766753,0.974699738583889,"STAD_MSI","",""
"666","Metabolism - Unclassified",-0.996605934311976,0.318955824350526,0.736787954249716,"STAD_MSI","",""
"667","Mitosis - Unclassified",-1.93698839386843,0.0527467621061468,0.320644790697893,"STAD_MSI",".",""
"668","Other - Unclassified",-1.78146377830235,0.0748367171493854,0.392892765034273,"STAD_MSI",".",""
"669","Other, kinases - Unclassified",-0.784408463363054,0.43280047391758,0.812820402235454,"STAD_MSI","",""
"670","PI3K/MTOR signaling - Unclassified",-1.99309730281635,0.0462507932988552,0.314233330942222,"STAD_MSI","*",""
"671","Protein stability and degradation - Unclassified",0.556316558342743,0.57799446956424,0.884216705094964,"STAD_MSI","",""
"672","RTK signaling - Unclassified",0.685685727969621,0.492911308554213,0.83111322829214,"STAD_MSI","",""
"673","ABL signaling - WNT signaling",-0.328619847997273,0.742443044026155,0.912257144521499,"STAD_MSI","",""
"674","Apoptosis regulation - WNT signaling",-0.773122886509018,0.439449657626521,0.812102967293811,"STAD_MSI","",""
"675","Cell cycle - WNT signaling",-0.832483324612044,0.405136186753021,0.793105585931761,"STAD_MSI","",""
"676","Chromatin histone acetylation - WNT signaling",-1.67101132867785,0.0947194401836828,0.437603813648615,"STAD_MSI",".",""
