"","DRUG_ID","SCREENING_SITE","DRUG_NAME","SYNONYMS","TARGET","TARGET_PATHWAY","drug_name","subtype","value"
"165",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","EMT",-0.181513043033461
"166",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","MSS_TP53pos",-0.0323360799623305
"167",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","STAD_EBV",-0.241767840423994
"168",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","STAD_CIN",0.116653794425428
"169",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","MSS_TP53neg",0.074707835701457
"170",1053,"SANGER","MK-2206","MK 2206, MK2206","AKT1, AKT2","PI3K/MTOR signaling","MK.2206..GDSC2.1053.","STAD_MSI",-0.151831083119662
"171",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","MSI",0.0724661529920127
"172",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","EMT",-0.283097847245614
"173",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","High_cal",-0.113598059228176
"174",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","STAD_GS",-0.255514535852587
"175",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","STAD_EBV",-0.186931402305929
"176",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","MSS_TP53neg",-0.305147564581874
"177",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","STAD_CIN",0.121342074859546
"178",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","MSS_TP53pos",0.424526313292401
"179",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","STAD_MSI",0.0607855061615569
"180",1054,"SANGER","Palbociclib","PD0332991, PD-0332991, PF-00080665-73","CDK4, CDK6","Cell cycle","palbociclib..GDSC2.1054.","Low_cal",0.113598059228176
"181",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","STAD_GS",0.0933831801275733
"182",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","STAD_EBV",-0.142277753873639
"183",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","STAD_CIN",0.00414658683212004
"184",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","EMT",-0.410472744900309
"185",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","MSS_TP53pos",0.386038993847502
"186",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","MSS_TP53neg",-0.179472786341057
"187",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","Low_cal",-0.0108375275048116
"188",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","MSI",0.0581639571542001
"189",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","STAD_MSI",-0.00031671017008129
"190",1057,"SANGER","Dactolisib","NVP-BEZ235, BEZ235","PI3K (class 1), MTORC1, MTORC2","PI3K/MTOR signaling","NVP.BEZ235..GDSC2.1057.","High_cal",0.0108375275048116
"191",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","STAD_CIN",0.0748537279472681
"192",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","High_cal",0.30581783182513
"193",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","MSS_TP53pos",0.0786248719429695
"194",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","MSI",0.0652727155997509
"195",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","STAD_MSI",-0.141871010831692
"196",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","EMT",-0.375801744106452
"197",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","STAD_EBV",-0.277741803755286
"198",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","STAD_GS",0.291536622142309
"199",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","Low_cal",-0.30581783182513
"200",1058,"SANGER","Pictilisib","GDC-0941, GDC0941, RG-7621","PI3K (class 1)","PI3K/MTOR signaling","GDC.0941..GDSC2.1058.","MSS_TP53neg",0.140200872720091
"201",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","STAD_MSI",0.183527137615183
"202",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","STAD_GS",-0.285664535799339
"203",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","MSI",-0.121862666223588
"204",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","STAD_EBV",-0.326282255050901
"205",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","MSS_TP53neg",0.321887678868996
"206",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","MSS_TP53pos",-0.362088705868822
"207",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","High_cal",0.194583688443939
"208",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","Low_cal",-0.194583688443939
"209",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","STAD_CIN",0.0914566693744808
"210",1060,"SANGER","PD0325901","PD-0325901, PD 0325901","MEK1, MEK2","ERK MAPK signaling","PD.0325901..GDSC2.1060.","EMT",0.279420793195455
"211",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","STAD_GS",0.191472635589665
"212",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","MSI",-0.456103194168102
"213",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","High_cal",0.0499374780538145
"214",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","STAD_MSI",0.0727739926082288
"215",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","STAD_CIN",-0.0135718543299366
"216",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","MSS_TP53pos",0.485104353458041
"217",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","Low_cal",-0.0499374780538145
"218",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","STAD_EBV",-0.399969268147124
"219",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","EMT",-0.111638967027146
"220",1068,"SANGER","Obatoclax Mesylate","GX15-070MS, Obatoclax, GX15-070","BCL2, BCL-XL, BCL-W, MCL1","Apoptosis regulation","obatoclax..GDSC2.1068.","MSS_TP53neg",-0.159138995426895
"221",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","STAD_EBV",-0.0920137930403844
"222",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","MSI",0.132311005040695
"223",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","MSS_TP53neg",0.159195503441626
"224",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","STAD_CIN",-0.267099756457328
"225",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","MSS_TP53pos",-0.180365802584477
"226",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","STAD_GS",0.34005230681128
"227",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","STAD_MSI",0.178128636253867
"228",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","EMT",-0.0661822853879017
"229",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","High_cal",0.593550100169203
"230",1079,"SANGER","Dasatinib","BMS-354825-03, BMS-354825, Sprycel","ABL, SRC, Ephrins, PDGFR, KIT","Other, kinases","dasatinib..GDSC2.1079.","Low_cal",-0.593550100169203
"231",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","MSI",0.338213183269383
"232",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","MSS_TP53pos",0.102239856079481
"233",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","STAD_GS",0.0150328457733158
"234",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","STAD_MSI",0.157329974993474
"235",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","STAD_CIN",-0.165030420888926
"236",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","High_cal",-0.0940325116630921
"237",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","STAD_EBV",0.0762344051241671
"238",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","Low_cal",0.0940325116630921
"239",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","EMT",-0.128778936236132
"240",1080,"SANGER","Paclitaxel","BMS-181339-01, Taxol, Onxol, Paxene, Praxel, Abraxane","Microtubule stabiliser","Mitosis","paclitaxel..GDSC2.1080.","MSS_TP53neg",-0.272474691626372
"241",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","STAD_MSI",-0.298476818359771
"242",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","MSI",-0.143269978474064
"243",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","MSS_TP53pos",0.0353292663329229
"244",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","STAD_EBV",-0.438700501614693
"245",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","Low_cal",-0.239173496111617
"246",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","MSS_TP53neg",-0.137786210210305
"247",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","STAD_CIN",0.379461073500191
"248",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","High_cal",0.239173496111617
"249",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","STAD_GS",0.0126729652565027
"250",1084,"SANGER","Rapamycin","AY-22989, Sirolimus, WY-090217, Torisel, Rapamune","MTORC1","PI3K/MTOR signaling","WY.090217..GDSC2.1084.","EMT",0.234265574015162
"251",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","MSI",-0.210181422294631
"252",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","MSS_TP53neg",-0.331731131018841
"253",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","High_cal",-0.369762210455581
"254",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","EMT",0.0628176956199566
"255",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","MSS_TP53pos",0.386371710477098
"256",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","STAD_CIN",0.0411780922745465
"257",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","STAD_EBV",-0.0388439637208875
"258",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","Low_cal",0.369762210455581
"259",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","STAD_GS",-0.133883991160803
"260",1085,"SANGER","Sorafenib","Nexavar, 284461-73-0, BAY 43-9006","PDGFR, KIT, VEGFR, RAF","Other, kinases","sorafenib..GDSC2.1085.","STAD_MSI",0.0414024109232001
"261",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","EMT",0.164438401694985
"262",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","MSI",-0.234542108604178
"263",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","MSS_TP53neg",-0.220300680471846
"264",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","MSS_TP53pos",0.216170307107561
"265",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","High_cal",-0.345206813052826
"266",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","STAD_EBV",-0.0798540598618794
"267",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","Low_cal",0.345206813052826
"268",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","STAD_GS",0.0456307774186247
"269",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","STAD_CIN",0.0914584690368414
"270",1088,"SANGER","Irinotecan","Camptosar, (+)-Irinotecan, Irinotecanum, irinotecan hydrochloride","TOP1","DNA replication","irinotecan..GDSC2.1088.","STAD_MSI",-0.133486197316416
"271",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","MSS_TP53neg",-0.136939596079803
"272",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","EMT",0.139930377350272
"273",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","Low_cal",0.318354597641785
"274",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","MSS_TP53pos",0.117243867958177
"275",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","High_cal",-0.318354597641785
"276",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","MSI",-0.135704400402761
"277",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","STAD_CIN",-0.0649265113542054
"278",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","STAD_EBV",-0.318545364223856
"279",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","STAD_MSI",0.123198725204386
"280",1089,"SANGER","Oxaliplatin","Eloxatin","DNA alkylating agent","DNA replication","oxaliplatin..GDSC2.1089.","STAD_GS",0.146638968861797
"281",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","EMT",-0.0125660538083954
"282",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","MSS_TP53neg",-0.0829890261174272
"283",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","MSI",0.346960768618877
"284",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","Low_cal",-0.0853833823396329
"285",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","High_cal",0.0853833823396329
"286",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","STAD_EBV",0.0899813041123292
"287",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","STAD_MSI",0.28981158291573
"288",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","STAD_GS",-0.0621078672132795
"289",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","STAD_CIN",-0.247178648117251
"290",1091,"SANGER","BMS-536924","BMS 536924","IGF1R, IR","IGF1R signaling","BMS.536924..GDSC2.1091.","MSS_TP53pos",-0.15288001212791
"291",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","EMT",-0.493825735021359
"292",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","MSI",0.192143303109635
"293",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","MSS_TP53pos",0.327767180905088
"294",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","STAD_CIN",-0.149886474244088
"295",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","Low_cal",0.191830324594923
"296",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","MSS_TP53neg",-0.1359386228259
"297",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","High_cal",-0.191830324594923
"298",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","STAD_MSI",0.0478505509058128
"299",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","STAD_GS",0.0690434844115579
"300",1093,"SANGER","GSK1904529A","GSK-1904529A, GSK 1904529A","IGF1R, IR","IGF1R signaling","GSK1904529A..GDSC2.1093.","STAD_EBV",0.220918765834755
"301",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","MSS_TP53neg",0.078198005494414
"302",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","MSI",0.184704387377502
"303",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","Low_cal",-0.226159344593735
"304",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","STAD_CIN",-0.0521076630543508
"305",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","EMT",0.0507343148043408
"306",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","High_cal",0.226159344593735
"307",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","STAD_EBV",0.241762357382869
"308",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","STAD_MSI",-0.0202153841700678
"309",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","STAD_GS",-0.0301739939022432
"310",1168,"SANGER","Erlotinib","Tarceva, RG-1415, CP-358774, OSI-774, Ro-508231, R-1415","EGFR","EGFR signaling","erlotinib..GDSC2.1168.","MSS_TP53pos",-0.238876632034861
